elicitationID,MediaID,Classification,Region,sub_region,reef_name,lng,lat,year
216972,442,Algae,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Soft Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Sand,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216976,932,Other,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Soft Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Soft Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Hard Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Hard Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Unknown,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Hard Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216977,27260,Hard Coral,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Algae,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Algae,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Hard Coral,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216979,3356,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Algae,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
225494,7599,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904254,-14.93369365,2014
225494,7599,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904254,-14.93369365,2014
225495,56608,Algae,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Algae,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Algae,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225495,56608,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9244734,-23.44242644,2009
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Other,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225496,65018,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Blue Pools,151.9213778,-23.4359342,2016
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
230262,57381,Other,Australia ,Mackay/Capricorn Management Area,RF West,151.9092304,-23.44064123,2011
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175072,67160,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9242298,-23.4338705,2016
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175075,33393,Sand,Australia ,Mackay/Capricorn Management Area,RF Shark Bay,151.9246874,-23.43979757,2008
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
175081,67207,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9042555,-23.43978897,2015
216970,12416,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Unknown,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Algae,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Algae,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216970,12416,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 5,145.788036,-15.387758,2016
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216971,47195,Unknown,Australia ,Mackay/Capricorn Management Area,RF West,151.9103878,-23.44147081,2009
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Soft Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Algae,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Other,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Soft Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216972,442,Hard Coral,Australia ,Cairns/Cooktown Management Area,Agincourt Reef 4,145.8287131,-15.92672889,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216980,55485,Other,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
216980,55485,Hard Coral,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
216980,55485,Hard Coral,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
216980,55485,Sand,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
216989,60566,Sand,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Algae,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Algae,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Sand,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Algae,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Algae,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Unknown,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216973,56325,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9212621,-23.43390025,2012
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216974,56961,Soft Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216975,67651,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9205877,-23.43402304,2015
216976,932,Other,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Soft Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Other,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Hard Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Other,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Unknown,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Hard Coral,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216976,932,Algae,Australia ,Cairns/Cooktown Management Area,St. Crispin Reef,145.8098231,-16.13397275,2014
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Algae,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Algae,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216977,27260,Other,Australia ,Cairns/Cooktown Management Area,Opal Reef,145.894991,-16.196558,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216978,57369,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.90870520000001,-23.43523155,2017
216979,3356,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
